institution,accessionNumber,title,rawMedium
Centre national des arts plastiques,FNAC PFH-8603,Les Philosophes,
Centre national des arts plastiques,FNAC 15159,Sampiero Corso,
Centre national des arts plastiques,FNAC PFH-8605,Le Jugement Dernier,
Centre national des arts plastiques,FNAC PFH-8609,Portrait du maréchal Foch,
Centre national des arts plastiques,FNAC 2015-0599,La Cour à la vigne vierge,
Centre national des arts plastiques,FNAC PFH-8602,Prise de Constantinople par les Croisés,
Centre national des arts plastiques,FNAC PFH-8611,Les Syndics des drapiers,
Centre national des arts plastiques,FNAC PFH-8618,Lion approchant d'un cadavre,
Centre national des arts plastiques,FNAC 2015-0600,Château de Suscinio,Plaque de cuivre
Centre national des arts plastiques,FNAC PFH-8621,"Triptyque des Portinari, volet de droite",
Centre national des arts plastiques,FNAC PFH-8622,Rubens et Isabelle Brandt,
Centre national des arts plastiques,FNAC PFH-8405,(Sans titre),
Centre national des arts plastiques,FNAC PFH-8401,Moine agenouillé et priant,
Centre national des arts plastiques,FNAC PFH-8403,(Sans titre),
Centre national des arts plastiques,FNAC PFH-8404,"Hameau aux maisons de bois, entouré de quelques arbres",
Centre national des arts plastiques,FNAC PFH-8402,Tête (portrait),
Centre national des arts plastiques,FNAC PFH-8654,"La Vierge, l'Enfant Jésus et sainte Anne",
Centre national des arts plastiques,FNAC PFH-8645,(Sans titre),
Centre national des arts plastiques,FNAC PFH-8644,Moïse défendant les filles de Jéthro,
Centre national des arts plastiques,FNAC PFH-8650,Apollon amoureux de Daphné,
Centre national des arts plastiques,FNAC PFH-8643,L'Annonciation,
Centre national des arts plastiques,FNAC PFH-8657,Le Bois sacré,
Centre national des arts plastiques,FNAC PFH-8651,Tête d'enfant,
Centre national des arts plastiques,FNAC PFH-8655,"Portrait d'Elisabeth d'Autriche, reine de France",
Centre national des arts plastiques,FNAC PFH-8648,Le Serment du Jeu de Paume,
Centre national des arts plastiques,FNAC PFH-8719,La Fornarina,
Centre national des arts plastiques,FNAC PFH-8573,Psyché,
Centre national des arts plastiques,FNAC PFH-8571,Etude de la Vierge pour la Sainte Famille de François Ier,
Centre national des arts plastiques,FNAC 2015-0559,La Sainte Famille,
Centre national des arts plastiques,FNAC PFH-8572,Cariatide,
Centre national des arts plastiques,FNAC PFH-8569,Portrait de la comtesse Waleska,
Centre national des arts plastiques,FNAC PFH-8570,La Muse Erato,
Centre national des arts plastiques,FNAC PFH-8697,"Etudes pour ""La Dispute du saint Sacrement""",
Centre national des arts plastiques,FNAC PFH-8702,La Fuite de Loth,
Centre national des arts plastiques,FNAC PFH-8712,(Sans titre),
Centre national des arts plastiques,FNAC PFH-8703,Les Derniers rebelles,
Centre national des arts plastiques,FNAC PFH-8698,"Etude pour ""La Vierge au Palmier""",
Centre national des arts plastiques,FNAC PFH-8715,Portrait de Gambetta,
Centre national des arts plastiques,FNAC PFH-8710,Portrait de Félix Faure,
Centre national des arts plastiques,FNAC PFH-8700,Le Bain de Diane,
Centre national des arts plastiques,FNAC PFH-3238,Le Rêve,
Centre national des arts plastiques,FNAC 2016-0076,La Guerre,
Centre national des arts plastiques,FNAC 2016-0075,La Paix,
Centre national des arts plastiques,FNAC 2016-0077,La Promenade des Champs-Elysées,
Centre national des arts plastiques,FNAC PFH-8564,Phébus chassant les ténèbres,
Centre national des arts plastiques,FNAC PFH-8566,La Résurrection de Lazare,
Centre national des arts plastiques,FNAC PFH-8565,Thalie,
Centre national des arts plastiques,FNAC PFH-8567,Portrait de Marie-Antoinette,
Centre national des arts plastiques,FNAC PFH-8834,La Bataille,
Centre national des arts plastiques,FNAC PFH-8831,Fête commémorative du Centenaire de 1789 à Versailles,
Centre national des arts plastiques,FNAC PFH-8855,Les Fileuses,
Centre national des arts plastiques,FNAC PFH-8557,"Alexandre Dumas, fils",
Centre national des arts plastiques,FNAC PFH-8556,Jules Ferry,
Centre national des arts plastiques,FNAC PFH-8631,L'Ecole du fer,
Centre national des arts plastiques,FNAC PFH-8635,Le Prêteur et sa femme,
Centre national des arts plastiques,FNAC 6610 (2),Paul Mantz,Planche gravée
Centre national des arts plastiques,FNAC PFH-8641,Peintre faisant un portrait,
Centre national des arts plastiques,FNAC PFH-8639,Les Poètes,
Centre national des arts plastiques,FNAC PFH-8642,La Vierge au lys,
Centre national des arts plastiques,FNAC PFH-8633,Les Noces d'Alexandre et de Roxane,
Centre national des arts plastiques,FNAC PFH-8640,Apollon et Marsyas,
Centre national des arts plastiques,FNAC PFH-8637,Mort d'Orphée,
Centre national des arts plastiques,FNAC 2015-0623,Portrait de sir Richard Southwell,
Centre national des arts plastiques,FNAC PFH-8629,Deux enfants et une tête d'enfant,
Centre national des arts plastiques,FNAC 2015-0751,Matinée avenue de Clichy,
Centre national des arts plastiques,FNAC PFH-8596,Mercure et un berger,
Centre national des arts plastiques,FNAC PFH-8597,Sainte Catherine,
Centre national des arts plastiques,FNAC 2015-0563,"Portrait d'Albert Lebrun, Président de la République",
Centre national des arts plastiques,FNAC PFH-8598,Le Pape porté sur un trône,
Centre national des arts plastiques,FNAC PFH-8599,Deux études de Vierge,
Centre national des arts plastiques,FNAC PFH-8672,Rêve de sainte Cécile,
Centre national des arts plastiques,FNAC PFH-8869,Portrait d'Edgar Poe,
Centre national des arts plastiques,FNAC 2016-0098,"Portrait de Paul Emile Appell, ancien recteur de l'Université de Paris",
Centre national des arts plastiques,FNAC PFH-8824,Entrée du pape Urbain II à Toulouse,
Centre national des arts plastiques,FNAC PFH-8823,Willem van Heythuysen,
Centre national des arts plastiques,FNAC PFH-8779,Solum Patriae,
Centre national des arts plastiques,FNAC 2015-0746,Vue de Quimperlé,
Centre national des arts plastiques,FNAC 2015-0740,Portrait de Rochambeau,
Centre national des arts plastiques,FNAC 2015-0743,Panorama de Saint-Malo,
Centre national des arts plastiques,FNAC PFH-8746,Portrait de Frédéric Mistral,
Centre national des arts plastiques,FNAC PFH-8660,La Vierge et l'Enfant,
Centre national des arts plastiques,FNAC PFH-8659,Les Bergers,
Centre national des arts plastiques,FNAC PFH-8661,Le Siège de Paris,
Centre national des arts plastiques,FNAC PFH-8471,La Calomnie,
Centre national des arts plastiques,FNAC PFH-8467,La Vierge et l'Enfant Jésus entourés de saints et de saintes,
Centre national des arts plastiques,FNAC PFH-8472,Judith,
Centre national des arts plastiques,FNAC PFH-8470,L'Homme au casque d'or,
Centre national des arts plastiques,FNAC PFH-8468,Portrait d'Hélène Fourment et de ses enfants,
Centre national des arts plastiques,"FNAC PFH-7525, FH 868-362",Portrait de Jules Romain,Planche gravée
Centre national des arts plastiques,FNAC PFH-4439,Portrait d'homme,
Centre national des arts plastiques,FNAC PFH-8666,Les Enrôlements volontaires en juillet 1792,
Centre national des arts plastiques,FNAC PFH-8662,La France sous les Mérovingiens et les Carlovingiens,
Centre national des arts plastiques,FNAC PFH-8665,(Sans titre),
Centre national des arts plastiques,FNAC PFH-8733,Bords de l'Oise,
Centre national des arts plastiques,FNAC 09-008,Une Vue du Pont-Marie,
Centre national des arts plastiques,FNAC PFH-8560,Tu Marcellus eris,
Centre national des arts plastiques,FNAC PFH-8558,Théodore de Banville,
Centre national des arts plastiques,FNAC PFH-8854,Les Vertus théologales,
Centre national des arts plastiques,FNAC PFH-8853,Procession des rois Mages (vantail de gauche),
Centre national des arts plastiques,FNAC PFH-8852,Procession des rois Mages (vantail de droite),
Centre national des arts plastiques,FNAC PFH-8851,Procession des rois Mages (3è fragment),
Centre national des arts plastiques,FNAC 26178,Saint-Georges et la jeune fille,
Centre national des arts plastiques,FNAC 12390,Chartres,Bois en couleurs
Centre national des arts plastiques,FNAC 12426,Paysage du Lot,
Centre national des arts plastiques,FNAC 12651,Etude de nu,
Centre national des arts plastiques,FNAC PFH-3236,L'Homme à l'épée,
Centre national des arts plastiques,FNAC PFH-4353,"Portrait de Guillaume d'Orange et de Marie-Antoinette Stuart, sa fiancée",
Centre national des arts plastiques,FNAC PFH-4398,La Vie naît de la mort,Planche gravée
Centre national des arts plastiques,FNAC PFH-8498,Le Pardon,
Centre national des arts plastiques,FNAC PFH-8827 (1),François Ier et la duchesse d'Etampes,Estampe
Centre national des arts plastiques,FNAC PFH-5015,La Collaboration,
Centre national des arts plastiques,FNAC PFH-3168,Gloria victis,
Centre national des arts plastiques,FNAC PFH-5016,La Pensée,
Centre national des arts plastiques,FNAC PFH-5211,La Jeunesse,
Centre national des arts plastiques,FNAC PFH-3164,Le Courage militaire,
Centre national des arts plastiques,FNAC 25040,Vue du palais de l'Elysée,
Centre national des arts plastiques,FNAC 24760,Nature morte aux oignons,Plaque gravée
Centre national des arts plastiques,FNAC 25612,La danseuse,
Centre national des arts plastiques,FNAC 25262,La Cité de Carcassonne,
Centre national des arts plastiques,FNAC 25520,La Fontaine de Carpeaux,
Centre national des arts plastiques,FNAC 19126,"François-Michel Le Tellier, marquis de Louvois",Plaque gravée
Centre national des arts plastiques,FNAC 19173,"Philibert Babou, sieur de la Bourdaisière",
Centre national des arts plastiques,FNAC PFH-7751,Au pays de la mer,
Centre national des arts plastiques,FNAC 18115,Paysage du Sénonais,Plaque de cuivre
Centre national des arts plastiques,FNAC PFH-7559,Apollon et Marsyas,
Centre national des arts plastiques,FNAC PFH-3162,Revue des troupes françaises au camp de Châlons le 9 octobre 1896 en l'honneur des souverains russes,
Centre national des arts plastiques,FNAC 2011-0484,Cavelier de la Salle,Cuivre
Centre national des arts plastiques,FNAC PFH-3166,Le Tepidarium,
Centre national des arts plastiques,FNAC PFH-3165,Le Nid,
Centre national des arts plastiques,FNAC PFH-5579,Le Champ de blé,
Centre national des arts plastiques,FNAC PFH-5580,La Paix Auguste,
Centre national des arts plastiques,FNAC PFH-5304,La Glorification de la Loi,
Centre national des arts plastiques,FNAC PFH-5305,La Justice de Trajan,
Centre national des arts plastiques,FNAC PFH-5303,Le Départ des volontaires,
Centre national des arts plastiques,FNAC 21982,Le rêve,Cuivre
Centre national des arts plastiques,FNAC 21927,Nu,
Centre national des arts plastiques,FNAC PFH-7897,Président Loubet,Planche gravée
Centre national des arts plastiques,FNAC PFH-7896,Président Carnot,Planche gravée
Centre national des arts plastiques,FNAC 2013-0558,Le Champ de courses de Longchamp un dimanche de printemps,
Centre national des arts plastiques,FNAC PFH-7277,Soleil couchant (Seine-Port),Planche gravée
Centre national des arts plastiques,FNAC 2011-0129,Ermite lisant,
Centre national des arts plastiques,FNAC PFH-7315,Les Trois Grâces,Planche gravée
Centre national des arts plastiques,FNAC PFH-4328,Le Coucher du soleil,
Centre national des arts plastiques,FNAC PFH-7336,La Muse Terpsichore,
Centre national des arts plastiques,"FNAC PFH-7300, 6726",Le Rêve des héros,
Centre national des arts plastiques,FNAC PFH-7314,Le Printemps,Planche gravée
Centre national des arts plastiques,FNAC PFH-7278,Le Grand chêne,Planche gravée
Centre national des arts plastiques,FNAC PFH-7311,Le Lever du soleil,Planche gravée
Centre national des arts plastiques,FNAC PFH-8283,Portrait de Perronneau par lui-même,
Centre national des arts plastiques,FNAC PFH-8284,La Couseuse,
Centre national des arts plastiques,FNAC PFH-7054,Le Christ mis au tombeau,
Centre national des arts plastiques,FNAC PFH-7049,Gilles,
Centre national des arts plastiques,FNAC PFH-7062,La Bataille de Hondschoote,Planche gravée
Centre national des arts plastiques,FNAC PFH-7003,Corinne,
Centre national des arts plastiques,FNAC PFH-7053,La Visite du médecin,Planche gravée
Centre national des arts plastiques,FNAC PFH-7051,La Convalescence,Planche gravée
Centre national des arts plastiques,FNAC 15838,Barbey d'Aurevilly,
Centre national des arts plastiques,FNAC 15874,Paysage breton,Plaque gravée
Centre national des arts plastiques,FNAC 15726,Paysage de Beauce,
Centre national des arts plastiques,FNAC 15868,Frédéric Chopin,
Centre national des arts plastiques,FNAC 15701,Les collines,Planche gravée
Centre national des arts plastiques,FNAC 15551,Port-en-Bessin,
Centre national des arts plastiques,FNAC 2013-0363,Maréchal Joffre,Plaque gravée
Centre national des arts plastiques,FNAC 23705,Le Vieux clown,
Centre national des arts plastiques,FNAC 24386,Le Château de Rambouillet,
Centre national des arts plastiques,FNAC 23894,Labourage à Saint-Benoît-sur-Loire,
Centre national des arts plastiques,FNAC 24193,Salon de couture,
Centre national des arts plastiques,FNAC PFH-5967,Les Vainqueurs de la Bastille,
Centre national des arts plastiques,FNAC PFH-5968,Le Rappel des glaneuses,
Centre national des arts plastiques,FNAC PFH-5926,Le Banquet des officiers du corps des archers de Saint-Adrien de Haarlem,
Centre national des arts plastiques,FNAC PFH-3730,Intérieur d'une maison hollandaise,
Centre national des arts plastiques,FNAC PFH-6598,Les Glaneuses,
Centre national des arts plastiques,FNAC PFH-6590,Les Sapeurs. Tête de colonne du 2ème Cuirassiers de la garde,
Centre national des arts plastiques,FNAC 09-605,Portrait d'homme,
Centre national des arts plastiques,FNAC PFH-6592,Le Bénédicité,
Centre national des arts plastiques,FNAC PFH-6591,"Saison d'octobre, récolte des pommes de terre",
Centre national des arts plastiques,FNAC PFH-6593,Ernest Renan,Planche gravée
Centre national des arts plastiques,FNAC PFH-3163,Les Charmes de la vie champêtre,
Centre national des arts plastiques,FNAC PFH-8223,Le Théâtre de Belleville,
Centre national des arts plastiques,FNAC PFH-8225,"Portrait de Marie-Antoinette, en buste",
Centre national des arts plastiques,FNAC PFH-8224,Le Moulin-Loup (vallée de la Creuse),
Centre national des arts plastiques,FNAC 26952,Saint-Loup-de-Naud,
Centre national des arts plastiques,FNAC 26371,Ecusson pour menus de la Présidence française,Cuivre
Centre national des arts plastiques,FNAC 26453,Le château de Rambouillet,Planche gravée
Centre national des arts plastiques,FNAC PFH-8281,Portrait de Madame de Montespan,
Centre national des arts plastiques,FNAC PFH-4355,Les Ménines,
Centre national des arts plastiques,FNAC 15162,Classe de danse,
Centre national des arts plastiques,FNAC PFH-8226,Intérieur flamand,
Centre national des arts plastiques,FNAC 21989,Le Coteau sous la neige,
